station,date,datatype,value,attributes
GHCND:USC00354501,2023-01-01T00:00:00,SNOW,0.0,",,7,"
GHCND:USC00354501,2023-01-01T00:00:00,SNWD,0.0,",,7,"
GHCND:USC00354606,2023-01-01T00:00:00,PRCP,0.12,",,7,0800"
GHCND:USC00354606,2023-01-01T00:00:00,SNOW,0.0,",,7,"
GHCND:USC00354606,2023-01-01T00:00:00,SNWD,0.0,",,7,"
GHCND:USC00354606,2023-01-01T00:00:00,TMAX,47.0,",,7,0800"
GHCND:USC00354606,2023-01-01T00:00:00,TMIN,36.0,",,7,0800"
GHCND:USC00354622,2023-01-01T00:00:00,PRCP,0.0,",,7,0800"
GHCND:USC00354622,2023-01-01T00:00:00,SNOW,0.0,",,7,"
GHCND:USC00354622,2023-01-01T00:00:00,SNWD,0.0,",,7,0800"
GHCND:USC00354622,2023-01-01T00:00:00,TMAX,43.0,",,7,0800"
GHCND:USC00354622,2023-01-01T00:00:00,TMIN,31.0,",,7,0800"
GHCND:USC00354721,2023-01-01T00:00:00,PRCP,0.0,",,7,0900"
GHCND:USC00354721,2023-01-01T00:00:00,SNOW,0.0,",,7,"
GHCND:USC00354721,2023-01-01T00:00:00,SNWD,0.0,",,7,"
GHCND:USC00354721,2023-01-01T00:00:00,TMAX,52.0,",,7,0900"
GHCND:USC00354721,2023-01-01T00:00:00,TMIN,35.0,",,7,0900"
GHCND:USC00354811,2023-01-01T00:00:00,PRCP,0.0,"T,,7,0800"
GHCND:USC00354811,2023-01-01T00:00:00,SNOW,0.0,",,7,"
GHCND:USC00354811,2023-01-01T00:00:00,SNWD,0.0,",,7,"
GHCND:USC00354811,2023-01-01T00:00:00,TMAX,49.0,",,7,0800"
GHCND:USC00354811,2023-01-01T00:00:00,TMIN,39.0,",,7,0800"
GHCND:USC00354811,2023-01-01T00:00:00,TOBS,40.0,",,7,0800"
